一级评论;实际爬取到的二级评论内容;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;一级评论账号的粉丝数;信任度指数4;信任度值;归一化信任度值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
-----;------;------;0.0;0.8190305931188679;;0;1.0;9;7.130910603814609e-07;0.4000001426182121;0.6666669043636867
𝓡𝓮𝒶𝒸𝒽𝓸𝓊𝓉𝒶𝓃𝒹𝓁𝓮𝒶𝓋𝓮𝓎𝓸𝓊𝓇𝓂𝒶𝓇𝓀𝓸𝓃𝓂𝓎𝒽𝓮𝒶𝓇𝓉🖇️伸出手在我心上留下你的记号;愿你梦的远方，温暖可向@吴谨言;0.9987636625312306
-----;------;------;0.0;0.9987636625312306;;0;1.0;121;9.58711314512853e-06;0.400001917422629;0.6666698623710483
恰逢佳时，与汝遇；恰逢良时，入君心。@吴谨言;你是夜空中最亮的星辰，你是江海内最美的潮汐，你是舞台上最耀眼的精灵，你是荧屏里最美妙的时光。;0.9998615040952057
-----;------;------;0.0;0.9998615040952057;;0;1.0;673;5.33233648485248e-05;0.40001066467296975;0.6666844411216162
荧幕里角色百变，生活中坚定如初@吴谨言;想你一次，好像星星就多了一颗的样子@吴谨言;0.9020923611877392
-----;------;------;0.0;0.9020923611877392;;0;1.0;5;3.961617002119227e-07;0.40000007923234004;0.6666667987205667
#吴谨言彩云下的我们#wjy#吴谨言coach品牌代言人#;不是在最好的时光遇见你了，是遇见了你，才有最好的时光！@吴谨言;0.9979516410398701
-----;------;------;0.0;0.9979516410398701;;0;1.0;239;1.8936529270129906e-05;0.40000378730585406;0.66667297884309
子衿[送花花][送花花];微风轻拂，阳光微暖山河如梦，你入我心@吴谨言;0.9965187750955904
-----;------;------;0.0;0.9965187750955904;;0;1.0;1;7.923234004238454e-08;0.40000001584646805;0.6666666930774466
#吴谨言Coach品牌代言人#wjy#吴谨言smart品牌挚友#;最近开始天冷了，想往你心里挤挤@吴谨言;0.28504645068028767
-----;------;------;0.0;0.28504645068028767;;0;1.0;9;7.130910603814609e-07;0.4000001426182121;0.6666669043636867
云视网;回复@葡小萄2009:好的👌🏻;-0.02346952161699356
云视网;回复@南方黑姑娘求打苞鱼丸:是的，云南电视台的网站;-0.6425568168852629
云视网;是一个网站嘛？;-0.40228582850713646
云视网;回复@Sagil_forever:复古画质;0.5074774384089074
云视网;回复@Sagil_forever:有就不错了！[苦涩];0.6858280901769469
云视网;画质怎么样[悲伤];0.9804465455259643
-----;------;------;0.5860555557031039;0.9804465455259643;-0.6425568168852629;1.6230033624112272;0.1884983187943864;77;6.10089018326361e-06;0.3098227699770328;0.5163712832950546
注意分寸，和女艺人保持距离才是真正的好朋友。;还不如来几个女的，男的有什么看头;-0.04738192411881714
注意分寸，和女艺人保持距离才是真正的好朋友。;淡定我们是礼仪之邦，马来的猴子不懂很正常;0.5025796290210243
注意分寸，和女艺人保持距离才是真正的好朋友。;回复@折月煮酒--:男的想凑近被王姐给推开了看不见？[汗];-0.9144539188781522
注意分寸，和女艺人保持距离才是真正的好朋友。;回复@折月煮酒--:而且明显有一个靠近推开的动作哦[doge];-0.7174800258553231
注意分寸，和女艺人保持距离才是真正的好朋友。;回复@折月煮酒--:你可以看下他全部图片哦，手不干净http://t.cn/A69PBx7K;-0.6501691536887464
注意分寸，和女艺人保持距离才是真正的好朋友。;不是，我看这个视频不是王搂着张的脖子吗，怎么评论区都在男的说揩油什么的。（纯属疑惑）;0.012842081735058741
注意分寸，和女艺人保持距离才是真正的好朋友。;哼，她把他当朋友照顾，他却把她当成营销自己的工具！太可悲;0.9915300376666143
-----;------;------;0.6453349054100169;0.9915300376666143;-0.9144539188781522;1.9059839565447665;0.047008021727616756;19755;0.0015652348775373067;0.2772502178305609;0.4620836963842681
注意一下综艺尺度和距离，放尊重点🙏;@张栋梁Nicholas请你对女士保持最起码的尊重，保持社交距离，特别是面对那个让你演绎事业再次回暖的女士!而且好朋友不要总挂在嘴边却极尽揩油之能事！;0.9994748805070237
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:可以反感张讨厌张，但不要造谣哦，如果你知道他结婚麻烦拿证据出来，还有看看评论区毒唯素质就知道他们在扯什么皮，可以看看完整节目（可以选择不计入张栋梁点击率的视频观看），自己辨别张怎样，你也可以觉得他是不尊重，但至少是你自己的意见。谢谢！;-0.9999140666071877
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:应该是好朋友吧，前两年好像还是演唱会嘉宾;-0.5676954527772795
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:所以就说啊，他极不尊重女性!出来赚钱养家糊口不寒碜，但吃相好歹要体面点您说对吧;-0.8013385714125751
注意一下综艺尺度和距离，放尊重点🙏;回复@在家乡流浪的尘埃:哎，顿时反感张了，好像传张已经秘密结婚了吧，这样不太好吧;0.9813597604891513
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:王姐的确是当他朋友一样照顾的，可是他却把王姐当成了营销自己的工具，甚至于借着拍节目揩油以制造争议博眼球;0.9523426670245003
注意一下综艺尺度和距离，放尊重点🙏;回复@绝天l:的确，一个男嘉宾动手动脚的，如果熟悉是好朋友还好，不是就觉得在卡油，如果他俩关系好不至于王姐红了才联系，所以关系不咋样[允悲];0.9814252718418643
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:确实看不下去，不是别人黑他吧;-0.8943064057557719
注意一下综艺尺度和距离，放尊重点🙏;你们说的是张栋梁么[允悲];0.7955575751909649
注意一下综艺尺度和距离，放尊重点🙏;揩油老手建议打上马塞克;0.08711335010546839
-----;------;------;0.8367426137327518;0.9994748805070237;-0.9999140666071877;1.9993889471142114;0.0003055264428942772;351;2.7810551354876976e-05;0.33482481818052945;0.5580413636342156
看到某绿衣反胃🙏;反胃就要大声告诉他@张栋梁Nicholas;-0.029871842563574447
-----;------;------;0.0;;-0.029871842563574447;0;1.0;40;3.1692936016953817e-06;0.40000063385872037;0.6666677230978671
心凌采访中亲自认证的关系近的好朋友，黑子别引战了[并不简单]http://t.cn/A69h4MDh;真不明白对他们有啥好处，处处引战，反正正主不在乎[doge][doge][doge];-0.36776791993393965
-----;------;------;0.0;;-0.36776791993393965;0;1.0;214;1.6955720769070292e-05;0.40000339114415384;0.6666723185735897
评论一看就是一群人在群里讨论后有组织地集体来黑的。;谁认识他呀，我是看我想看的人在这里才看这个综综艺的，谁看那个糊咖啊，笑死人了;-0.27364851359439313
评论一看就是一群人在群里讨论后有组织地集体来黑的。;明显黑子群来的，黑颠倒…无语了;0.46435351060232044
评论一看就是一群人在群里讨论后有组织地集体来黑的。;哈哈哈哈哈哈哈笑死黑子群吧来来回回就是这几个人在骂;0.4989295875654902
评论一看就是一群人在群里讨论后有组织地集体来黑的。;颠倒黑白的本领一级棒！;0.9845279468522823
评论一看就是一群人在群里讨论后有组织地集体来黑的。;同意;-0.3191489361702129
-----;------;------;0.4986737165874494;0.9845279468522823;-0.3191489361702129;1.3036768830224952;0.3481615584887524;81;6.417819543433148e-06;0.33873539359438937;0.5645589893239822
这是有组织的来黑的吧。王姐之后的采访明确表示两个人的关系更近了。;[哆啦A梦害怕][哆啦A梦害怕]那你们承认之前关系没有很好也是可以的。还有他可是每个姐姐都抱了个遍她们也是他朋友吗;0.9711911372255626
这是有组织的来黑的吧。王姐之后的采访明确表示两个人的关系更近了。;啊对对对，更亲近了就可以随便摸了？你🐎有没有异性朋友，是随便上手摸的？;0.7218545252539894
这是有组织的来黑的吧。王姐之后的采访明确表示两个人的关系更近了。;所以老树皮就可以为所欲为了是吧！好朋友就要有好朋友的分寸和尊重;0.8408676032397218
-----;------;------;0.10182614939835198;0.9711911372255626;;0;1.0;298;2.3611237332630594e-05;0.44073518200680734;0.7345586366780121
我是浪姐粉想看看文文的阿娇，没想到看到男嘉宾，你们王芬好大度啊，这么难看也看得下去[允悲];这个人只有两期，剩下的就没他了，不至于因噎废食吧;0.2891353598026054
我是浪姐粉想看看文文的阿娇，没想到看到男嘉宾，你们王芬好大度啊，这么难看也看得下去[允悲];这跟大度有什么关系，总不能因为某个人放弃所有姐姐吧？[汗];0.38969219069323
我是浪姐粉想看看文文的阿娇，没想到看到男嘉宾，你们王芬好大度啊，这么难看也看得下去[允悲];唉😮‍💨，我们无所谓，有就不错了[微笑];0.7770420838611594
我是浪姐粉想看看文文的阿娇，没想到看到男嘉宾，你们王芬好大度啊，这么难看也看得下去[允悲];还是看乐海吧[允悲];0.960054288283885
-----;------;------;0.27467517012005144;0.960054288283885;;0;1.0;1;7.923234004238454e-08;0.5098700838944886;0.8497834731574809
照评论的说法，王心凌、黄小蕾、张栋梁都是男嘉宾，都要注意分寸。;是的，大家全有“咸猪手”，建议全部嘉宾手砍掉！[微笑];-0.7499657457814783
-----;------;------;0.0;;-0.7499657457814783;0;1.0;81;6.417819543433148e-06;0.4000012835639087;0.6666688059398477
嗯…张栋梁这行为不太对劲吧;回复@rsrry:酸啊我给你找个破烂解决一下还是回家找你王妈妈想象一下你选;0.045883719755735575
嗯…张栋梁这行为不太对劲吧;回复@果大冻Pasadena:我是很酸，看到你和大马🐒马震没有现场直播酸的一b;-0.9338504414756705
嗯…张栋梁这行为不太对劲吧;回复@果大冻Pasadena:很着急啊，我家猴子乱摸别人，万一被阉了怎么办，这能不着急？;-0.8490585671059114
嗯…张栋梁这行为不太对劲吧;回复@rsrry:人家搂搂抱抱没你份你着急了？酸了？;-0.4999513152648387
嗯…张栋梁这行为不太对劲吧;回复@果大冻Pasadena:你去给你张先伸摸，摸个一千次。@张栋梁Nicholas;-0.8881633546824892
嗯…张栋梁这行为不太对劲吧;回复@果大冻Pasadena:太好笑了哪里来的树皮梦女在这破防啊你前后不一样平跟你老树皮哥绝配加油喔[可爱];-0.8043976809863258
嗯…张栋梁这行为不太对劲吧;对摸你胸了吧大概可惜你前后一样平[doge];0.5093570788716468
-----;------;------;0.5167587740929044;0.5093570788716468;-0.9338504414756705;1.4432075203473174;0.2783962398263413;16;1.2677174406781527e-06;0.31806225911118646;0.5301037651853107
为啥我们mike没有名字呀[黑线]http://t.cn/A697G2s3;[二哈]中文名等？;-0.10394008128200816
为啥我们mike没有名字呀[黑线]http://t.cn/A697G2s3;回复@林嘻嘻本嘻Blue:帅哥好惨没有名字变成《等》…[黑线];0.9985468245281073
为啥我们mike没有名字呀[黑线]http://t.cn/A697G2s3;这么帅！！！;0.5324575965416631
-----;------;------;0.45187492741872765;0.9985468245281073;-0.10394008128200816;1.1024869058101154;0.4487565470949423;123;9.7455778252133e-06;0.36025453892103304;0.600424231535055
揩油老手脸皮堪比树皮厚的@张栋梁Nicholas;回复@果大冻Pasadena:对对，尖或又出现了我甚至都没法分别出你是处生还是琴受，可能是🐖苟;-0.9500305310791939
揩油老手脸皮堪比树皮厚的@张栋梁Nicholas;对对碰到你了没分别出你是男是女，可能是人妖;0.779512795459558
-----;------;------;0.8647716632693759;0.779512795459558;-0.9500305310791939;1.7295433265387519;0.13522833673062407;16;1.2677174406781527e-06;0.40000025354348817;0.6666670892391469
太好看了[doge];对啊。;0.052465563615616606
-----;------;------;0.0;0.052465563615616606;;0;1.0;11;8.7155574046623e-07;0.4000001743111481;0.6666669571852467
男艺人注意分寸;回复@果大冻Pasadena:男女艺人本就应该保持距离，用脑子想想都知道;-0.8147379475076577
男艺人注意分寸;对对对摸你了没辨别出来你是男是女，不好意思哈下次不会了太脏手;-0.8974313503846649
-----;------;------;0.04134670143850361;;-0.8974313503846649;0;1.0;4;3.1692936016953817e-07;0.4165387439612735;0.6942312399354558
这是重新录制？;没有，这是以前的;0.052465563615616606
-----;------;------;0.0;0.052465563615616606;;0;1.0;40;3.1692936016953817e-06;0.40000063385872037;0.6666677230978671
在哪能看这个综艺啊[泪];去b站搜与彩云相遇;0.5787024572158725
-----;------;------;0.0;0.5787024572158725;;0;1.0;109;8.636325064619916e-06;0.40000172726501293;0.6666695454416881
Mike这么帅给个名字不过分吧[泪];突然发现出声的都是这几个逆贼[doge][doge];-0.536871950079995
-----;------;------;0.0;;-0.536871950079995;0;1.0;89;7.051678263772225e-06;0.4000014103356528;0.6666690172260878
@殊暖7m_Jodi;哎我的天;-0.23756521739130454
-----;------;------;0.0;;-0.23756521739130454;0;1.0;25;1.9808085010596137e-06;0.40000039616170024;0.6666673269361669
这没啥吧，女嘉宾的手也在男嘉宾肩膀上搭着啊，两人一看关系就挺好的搞不懂一直在黑什么;说事实就是黑了？女嘉宾转头躲避，用手推男的看不出来吗？;-0.7988961352446671
-----;------;------;0.0;;-0.7988961352446671;0;1.0;19;1.5054144608053064e-06;0.4000003010828922;0.6666671684714869
Mike吴翊歌[good]好绅士哦;绅士麦麦;-0.10668192107280228
-----;------;------;0.0;;-0.10668192107280228;0;1.0;95;7.527072304026532e-06;0.40000150541446083;0.666669175690768
怕你们姐姐受委屈，有本事去把她圈起来呀就那么点能耐在这里磨嘴皮子;希望帮这位男明星洗的，你家母没有异性朋友，不然朋友对她搂搂抱抱，你们还拍手叫好，绝对会气得脑溢血的呢;0.9960845626103598
怕你们姐姐受委屈，有本事去把她圈起来呀就那么点能耐在这里磨嘴皮子;但凡三观有一点点正都不会往女生身上靠;0.5079239750604414
-----;------;------;0.2440802937749592;0.9960845626103598;;0;1.0;33;2.61466722139869e-06;0.497632640443428;0.8293877340723799
能不能注意点分寸[哼]破手不会放砍掉好么[怒];砍手不必了但是已经达到性骚扰的标准，应该去踩几天缝纫机;-0.3402349362330679
能不能注意点分寸[哼]破手不会放砍掉好么[怒];回复@果大冻Pasadena:嘴不会说话揪掉吧[馋嘴];-0.8168916771321324
能不能注意点分寸[哼]破手不会放砍掉好么[怒];你能不能戳瞎眼[doge];-0.401097624858737
-----;------;------;0.21181506855881885;;-0.8168916771321324;0;1.0;10883;0.000862285556681271;0.4848984845348638;0.8081641408914395
王姐在很多地方都照顾了张哥明明关系就不错http://t.cn/A69hb36m;CyndiBaby[心动超崽];0.550035301091371
王姐在很多地方都照顾了张哥明明关系就不错http://t.cn/A69hb36m;心凌真的好好哦，跟栋梁一看就是关系很近很好的朋友[开学季];0.9932281961452405
-----;------;------;0.22159644752693475;0.9932281961452405;;0;1.0;637;5.047100060699896e-05;0.4886486732108953;0.814414455351492
明明是这里明明是心凌搭上男嘉宾的肩呀，后面还比心说明不反感啊，有些黑粉破啥大防呢[doge];回复@心栋拉:真的，逃避现实，纯纯尬黑。[doge];0.8784250746149374
明明是这里明明是心凌搭上男嘉宾的肩呀，后面还比心说明不反感啊，有些黑粉破啥大防呢[doge];他们不想面对事实哈哈我看的可开心了我看出来了是我家心凌先动的手哈哈他俩都是我家的;0.9968438216691229
明明是这里明明是心凌搭上男嘉宾的肩呀，后面还比心说明不反感啊，有些黑粉破啥大防呢[doge];不能更同意了[开学季];-0.1479527156109246
-----;------;------;0.5140291258167289;0.9968438216691229;-0.1479527156109246;1.1447965372800475;0.42760173135997626;214;1.6955720769070292e-05;0.3766557340148359;0.627759556691393
看来好多人不知道地方台年前放出的影片[思考];啥;0.052465563615616606
-----;------;------;0.0;0.052465563615616606;;0;1.0;66;5.22933444279738e-06;0.40000104586688856;0.6666684097781475
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@绝天l:警察忙不忙不知道，你们是挺闲的，而且眼神还不好，辛苦了[doge];-0.45863928932130715
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@乎乎爱吃肉:谁先动的手？;0.8098955592355934
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@沈附雅:哦？你再看看他肩膀上有没有黄小蕾的手，还有他的手有没有挨到黄小蕾，真笑死了。;-0.7581987180120866
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@绝天l:是是是，那你快让警察过来把他抓走[doge];-0.8346861312489939
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@乎乎爱吃肉:没事儿，其实我也没当真[允悲][允悲];0.999628021934506
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@女侠林香HJ:听人造谣干啥，视频都摆在那，他有不尊重别人过吗？只能说毒唯的恨比爱多。;-0.16042271162771415
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@在家乡流浪的尘埃:真假？？别吧不想我童年滤镜碎一地[允悲][允悲];0.9999977502978614
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@闪电球不爱吃鱼:成晓诗（王心凌），大明星何群（张栋梁）的未婚妻，这首歌的电视剧微笑百事达的女主[嘻嘻][嘻嘻];0.999999763872967
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];[允悲]陈晓诗是谁？;0.9998585810219724
-----;------;------;0.775522927516286;0.999999763872967;-0.8346861312489939;1.834685895121961;0.08265705243901955;334;2.646360157415644e-05;0.3432772847024371;0.5721288078373952
看到老树皮扣10分，王心凌和几位姐姐好美。[doge];10分少了;-0.3424524946137806
-----;------;------;0.0;;-0.3424524946137806;0;1.0;10;7.923234004238454e-07;0.4000001584646801;0.6666669307744668
都被芒果卖了的节目了你还发啊;芒果台已经不播了[doge]地方台播的;-0.006450295842292286
都被芒果卖了的节目了你还发啊;你咋知道被卖了;-0.2199170124481331
-----;------;------;0.10673335830292041;;-0.2199170124481331;0;1.0;507;4.017079640148896e-05;0.44270137748044847;0.7378356291340806
有🍉说3月🥭会复播能相信吗？[裂开];回复@Mc达逹:那就等等看吧[泪]无语…[裂开];-0.791353209094517
有🍉说3月🥭会复播能相信吗？[裂开];只是可能性，但是没有准确性可言目前。;-0.8082282729582735
-----;------;------;0.00843753193187824;;-0.8082282729582735;0;1.0;76;6.0216578432212255e-06;0.40337621710432;0.6722936951738665
那个男的是谁啊？为什么要搭小蕾的肩膀，一点礼貌都不懂啊[允悲];老树皮“张栋梁”;0.1573623104844475
-----;------;------;0.0;0.1573623104844475;;0;1.0;1;7.923234004238454e-08;0.40000001584646805;0.6666666930774466
萎笑王子手能不能好好放着[微笑];在场那么多人呢，当摆设吗？[吃瓜];-0.8777014850875311
萎笑王子手能不能好好放着[微笑];回复@微笑的迪妮莎-:老树皮;0.265862546206147
萎笑王子手能不能好好放着[微笑];这人是谁啊，随便搭人家肩膀[允悲];0.7808618383781465
-----;------;------;0.693124588973073;0.7808618383781465;-0.8777014850875311;1.6585633234656776;0.1707183382671612;219;1.7351882469282216e-05;0.34554064127258755;0.5759010687876458
这节目改名了？不是停播了吗;哔哩哔哩播的去年年底播的1229号;-0.6237444145579645
这节目改名了？不是停播了吗;云南播了;0.03862776615917918
-----;------;------;0.3311860903585718;0.03862776615917918;-0.6237444145579645;0.6623721807171437;0.6688139096414282;464;3.676380577966643e-05;0.40000735276115595;0.6666789212685932
沙发沙发爱死你[心][打call][心][打call];[亲亲][亲亲];-0.10464308298026648
-----;------;------;0.0;;-0.10464308298026648;0;1.0;6;4.753940402543073e-07;0.40000009507880807;0.6666668251313467
欣赏紫云贤友美图美绝！真棒👍👍👍👍👍[鲜花][鲜花][鲜花][鲜花][鲜花][礼物][礼物]友友冬日愉快！;谢谢青莲挚友美评欣赏！傍晚安！[可爱]☕️[鲜花];0.9989855179105402
-----;------;------;0.0;0.9989855179105402;;0;1.0;370;2.9315965815682282e-05;0.40000586319316317;0.6666764386552718
好美啊;谢谢欣赏！[作揖][可爱][鲜花];0.8623563369091274
-----;------;------;0.0;0.8623563369091274;;0;1.0;71;5.625496143009303e-06;0.40000112509922864;0.6666685418320476
忙忙的张哥我好喜欢[心][心][心];最好是天天整活哈哈哈哈;0.9029039955989513
忙忙的张哥我好喜欢[心][心][心];嘻嘻是的！！蓝大概也喜欢哈哈哈哈;0.9965323806580422
-----;------;------;0.04681419252954544;0.9965323806580422;;0;1.0;396;3.137600665678428e-05;0.4187319522131495;0.6978865870219157
好忙呀老张;没错没错开始列的多了起来[握手];-0.11884454080012308
-----;------;------;0.0;;-0.11884454080012308;0;1.0;86;6.813981243645071e-06;0.40000136279624876;0.6666689379937478
[鼓掌][鼓掌];[心][心];0.7911707066643898
-----;------;------;0.0;0.7911707066643898;;0;1.0;284;2.250198457203721e-05;0.40000450039691443;0.6666741673281906
赏花心情好[赞];给自己一份好心情[作揖][作揖][作揖];-0.5182480363581854
-----;------;------;0.0;;-0.5182480363581854;0;1.0;8534;0.0006761687899217097;0.4001352337579844;0.6668920562633072
玫瑰做成干花也很美[二哈];回复@从容过日子:做好的干花时间长了都是一个颜色。;0.78137169953112
玫瑰做成干花也很美[二哈];回复@若有若无之间:掉色是啥意思呀？;-0.2916915853916955
玫瑰做成干花也很美[二哈];做过几次干花总是掉色。;-0.15233887833370607
-----;------;------;0.4764101213625831;0.78137169953112;-0.2916915853916955;1.0730632849228154;0.4634683575385923;480;3.803152322034458e-05;0.3759589978651143;0.6265983297751904
他过年还不回家嘛;还没放假;-0.2501590533712359
-----;------;------;0.0;;-0.2501590533712359;0;1.0;12191;0.00096592145745671;0.40019318429149137;0.6669886404858189
呀好久没见着这小伙子啦还是很帅哦[笑哈哈];谢谢小美女[心];0.3945961255353476
-----;------;------;0.0;0.3945961255353476;;0;1.0;12191;0.00096592145745671;0.40019318429149137;0.6669886404858189
突然发现我爱笑了，因为经常看到你、听到你、想到你@吴谨言;一想起你，我的脸就不自觉泛起微笑;0.6231961960625394
-----;------;------;0.0;0.6231961960625394;;0;1.0;4;3.1692936016953817e-07;0.4000000633858721;0.6666667723097867
冬天的糖霜，秋天的麦芽糖，夏天的莲子羹，春天的绿豆酥，都甜不过你的笑@吴谨言;我掀起山河奔向你，踏进星辰来访你;-0.2337701173408946
-----;------;------;0.0;;-0.2337701173408946;0;1.0;4;3.1692936016953817e-07;0.4000000633858721;0.6666667723097867
#吴谨言Coach品牌代言人#wjy#吴谨言smart品牌挚友#;光是遇见，就已经很美好了🌻;0.8370028382382653
-----;------;------;0.0;0.8370028382382653;;0;1.0;9;7.130910603814609e-07;0.4000001426182121;0.6666669043636867
遇见你，三生有幸；爱上你，愿付倾城。@吴谨言;揣着一口袋的开心🍓满载而归☀️;0.9680067974331099
-----;------;------;0.0;0.9680067974331099;;0;1.0;1448;0.00011472842838137283;0.4000229456856763;0.666704909476127
除了喜欢你，我什么都做不好@吴谨言;你眸海温涟，藏山高水远，我的人间;0.9608305708284315
-----;------;------;0.0;0.9608305708284315;;0;1.0;73;5.783960823094072e-06;0.40000115679216464;0.6666685946536076
不是最好的时光里有你在，而是因为你在，我才有了最好的时光@吴谨言;💓Ꮮ◎ⅤᏋ最喜欢你💒☁🌤☁☁☁☁☁☁˘世间的温柔，皆如干净的云朵和你;0.9969195284818533
-----;------;------;0.0;0.9969195284818533;;0;1.0;673;5.33233648485248e-05;0.40001066467296975;0.6666844411216162
不偏不倚∙刚好是你有生之年∙欣喜相逢@吴谨言;♥🌈Sweet☻ฅ*•ω•*ฅ♡拼拼凑凑の碎片🧩;-0.8116576834571878
-----;------;------;0.0;;-0.8116576834571878;0;1.0;1;7.923234004238454e-08;0.40000001584646805;0.6666666930774466
我想做一朵安静的流云，被风吹成你喜欢的样子@吴谨言;你走到什么地方，我都跟着你@吴谨言;0.934368231960117
-----;------;------;0.0;0.934368231960117;;0;1.0;673;5.33233648485248e-05;0.40001066467296975;0.6666844411216162
快乐的方式有很多种，最直接的，就是见到你💫;除了喜欢你，我什么都做不好@吴谨言;0.9250371822982546
-----;------;------;0.0;0.9250371822982546;;0;1.0;101;8.00246634428084e-06;0.4000016004932689;0.666669334155448
#吴谨言彩云下的我们#wjy#吴谨言coach品牌代言人#;世界是否美好，不在于世界，在于你@吴谨言;0.9999081017814051
-----;------;------;0.0;0.9999081017814051;;0;1.0;239;1.8936529270129906e-05;0.40000378730585406;0.66667297884309
萝卜好高产啊;这个☁好梦幻;0.9266340287146213
-----;------;------;0.0;0.9266340287146213;;0;1.0;174;1.3786427167374911e-05;0.4000027572854335;0.666671262142389
#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲去有风的地方#[鲜花];刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🍏🍏刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🌹🌹;1.0
-----;------;------;0.0;1.0;;0;1.0;920;7.289375283899379e-05;0.40001457875056784;0.6666909645842797
#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆;刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲☕☕刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方🍒刘亦菲许红豆@刘亦菲🎊🎊;1.0
-----;------;------;0.0;1.0;;0;1.0;43;3.4069906218225354e-06;0.4000006813981244;0.6666678023302072
#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲去有风的地方#刘亦菲许红豆#;刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🍸🍸刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方🍑刘亦菲许红豆@刘亦菲🌹🌹🌟;1.0
-----;------;------;0.0;1.0;;0;1.0;30;2.3769702012715364e-06;0.40000047539404027;0.666667458990067
刘亦菲去有风的地方🌸刘亦菲许红豆🌻刘亦菲去有风的地方🌼刘亦菲许红豆🌺刘亦菲去有风的地方🌹刘亦菲许红豆⭐️刘亦菲去有风的地方☀️刘亦菲许红豆🎊刘亦菲去有风的地方🎉刘亦菲许红豆;刘亦菲去有风的地方lyf刘亦菲许红豆@刘亦菲🌅🌅刘亦菲去有风的地方lyf刘亦菲许红豆@刘亦菲🎃🎃刘亦菲去有风的地方lyf刘亦菲许红豆@刘亦菲♡💌♡刘亦菲去有风的地方lyf刘亦菲许红豆@刘亦菲;1.0
-----;------;------;0.0;1.0;;0;1.0;290;2.297737861229152e-05;0.4000045954757225;0.6666743257928707
