发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;发布者是否大v;发布者性别;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;评论者认证;评论者性别;主题相似度;标记
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;4026;三星王二;北京;it had really learnt sth from human on Twitter ;2023-02-21 11:52:35;1;0;m;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;582748;黄永耀;广东;转发微博;2023-02-21 12:04:09;0;0;m;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;264;書畫筆;北京;掌握了人类权力斗争的真相，只是它还没有坐到那个位置。;2023-02-21 12:44:52;2;-1;m;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;189;现实偶尔出错;北京;行吧，越来越有人样了;2023-02-21 12:33:58;0;-1;f;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;186;Metronome_28;北京;话不是真的，但反应很逼真[汗];2023-02-21 12:01:11;0;-1;m;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;4026;三星王二;北京;it had really learnt sth from human on Twitter ;2023-02-21 11:52:35;1;0;m;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;582748;黄永耀;广东;转发微博;2023-02-21 12:04:09;0;0;m;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;264;書畫筆;北京;掌握了人类权力斗争的真相，只是它还没有坐到那个位置。;2023-02-21 12:44:52;2;-1;m;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;189;现实偶尔出错;北京;行吧，越来越有人样了;2023-02-21 12:33:58;0;-1;f;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;186;Metronome_28;北京;话不是真的，但反应很逼真[汗];2023-02-21 12:01:11;0;-1;m;4.009603290325485e-05;0
蓝鲸财经记者工作平台;;4769000;24;9;15;微软称没预料到新版必应如此好斗微软新版必应展现好斗姿态：称自己为人类，恶毒攻击记者微软新版必应称自己为人类上周，微软抢在谷歌之前推出了由人工智能技术增强的新版搜索引擎。微软当时已经承认，新版必应可能会弄错一些事实信息，但没有预料到，这一人工智能会如此好斗。微软在官方博客中表示，必应搜索引擎的聊天机器人对某些类型问题的回答方式是“我们不希望的”。最近几天，最初的一批测试用户开始在社交媒体上分享新版必应做出的敌意反应或离奇回答。在这些对话中，必应声称自己是人类，表达了强烈的情绪，并在受到指责时迅速为自己展开辩护。而有媒体记者与新版必应进行了长时间的对话。在聊天中，这个新的聊天机器人抱怨了以往对其所发生错误的报道，坚决否认这些错误，并以记者散布虚假信息为由威胁曝光记者。在被要求解释自己时，聊天机器人变得越来越有敌意，并将记者与希特勒相提并论，并声称有证据表明，记者与世纪年代的一起谋杀案有关。泰山财经的微博视频;#微软称没预料到新版必应如此好斗##微软新版必应称自己为人类#泰山财经的微博视频;1;未知;4026;三星王二;北京;it had really learnt sth from human on Twitter ;2023-02-21 11:52:35;1;0;m;4.009603290325485e-05;0
人才76116;浙江;1128000;10;10;27;版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序这聊天工具也太可怕了，竟然劝人家离婚，跟它在一起？美国东部时间月日，《纽约时报》科技专栏作者凯文罗斯发布这篇长文称，他与版必应进行了长时间对话。必应告诉他，它想成为人类，并透露了一个它声称“没有告诉任何人”的秘密：它的名字实际上是“辛迪妮”。它不断对罗斯示爱，说“我想和你在一起”，并给他发了“心心眼”表情符号。当天，微软回应称，“长时间聊天”混淆了机器人设定的聊天模式。次日，微软称公司将开始限制机器人对话次数：单次对话不超过个问题，一天对话不超过个问题。罗斯月日再次测试必应时，必应不再称自己是“辛迪妮”，并且拒绝回答“感性”内容。罗斯表示当时自己“被它彻底吓坏”。“我以自己是个理性的、务实的人为荣，不会轻易被有关的华而不实的炒作所迷惑。”他说，“我已经测试过好几种先进的聊天机器人。”“这些在大量书籍、文章和其他人工生成文本基础上训练出来的语言模型，只是在猜测给定语境中哪些答案可能最合适。也许我向辛迪妮提出的阴暗面幻想问题产生了一个新语境，让更有可能以精神失常方式回答问题。”他说。卡内基梅隆大学语言技术研究所副教授格雷厄姆诺伊比格月日表达了类似的观点。他说，必应基本上是在模仿网上看到的对话。聊天机器人不理解含义或上下文，只是在模仿人类。然而，罗斯“担心这项技术将影响人类用户”。他说，两小时对话后，当晚他难以入睡。他担心这项技术会用于“说服人类用户采取破坏性和有害的方式行事，并可能（让人）最终执行危险行为”。微软首席技术官凯文斯科特回应罗斯提问时表示，他不知道必应为什么会流露出阴暗面的欲望，或向罗斯表白它的爱，但就模型总体而言，“你越是试图取笑它步入幻觉，它就会越来越偏离现实。”版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;ChatGPT版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;1;m;393;语芙青筠;湖北;这个就是网络语言收集器，本质上没有什么创新[哈哈][允悲];2023-02-21 07:38:21;4;-1;f;2.404330128421528e-05;0
人才76116;浙江;1128000;10;10;27;版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序这聊天工具也太可怕了，竟然劝人家离婚，跟它在一起？美国东部时间月日，《纽约时报》科技专栏作者凯文罗斯发布这篇长文称，他与版必应进行了长时间对话。必应告诉他，它想成为人类，并透露了一个它声称“没有告诉任何人”的秘密：它的名字实际上是“辛迪妮”。它不断对罗斯示爱，说“我想和你在一起”，并给他发了“心心眼”表情符号。当天，微软回应称，“长时间聊天”混淆了机器人设定的聊天模式。次日，微软称公司将开始限制机器人对话次数：单次对话不超过个问题，一天对话不超过个问题。罗斯月日再次测试必应时，必应不再称自己是“辛迪妮”，并且拒绝回答“感性”内容。罗斯表示当时自己“被它彻底吓坏”。“我以自己是个理性的、务实的人为荣，不会轻易被有关的华而不实的炒作所迷惑。”他说，“我已经测试过好几种先进的聊天机器人。”“这些在大量书籍、文章和其他人工生成文本基础上训练出来的语言模型，只是在猜测给定语境中哪些答案可能最合适。也许我向辛迪妮提出的阴暗面幻想问题产生了一个新语境，让更有可能以精神失常方式回答问题。”他说。卡内基梅隆大学语言技术研究所副教授格雷厄姆诺伊比格月日表达了类似的观点。他说，必应基本上是在模仿网上看到的对话。聊天机器人不理解含义或上下文，只是在模仿人类。然而，罗斯“担心这项技术将影响人类用户”。他说，两小时对话后，当晚他难以入睡。他担心这项技术会用于“说服人类用户采取破坏性和有害的方式行事，并可能（让人）最终执行危险行为”。微软首席技术官凯文斯科特回应罗斯提问时表示，他不知道必应为什么会流露出阴暗面的欲望，或向罗斯表白它的爱，但就模型总体而言，“你越是试图取笑它步入幻觉，它就会越来越偏离现实。”版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;ChatGPT版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;1;m;393;语芙青筠;湖北;回复@人才76116:[吃瓜][吃瓜][吃瓜];2023-02-21 07:41:00;0;-1;f;2.404330128421528e-05;1
人才76116;浙江;1128000;10;10;27;版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序这聊天工具也太可怕了，竟然劝人家离婚，跟它在一起？美国东部时间月日，《纽约时报》科技专栏作者凯文罗斯发布这篇长文称，他与版必应进行了长时间对话。必应告诉他，它想成为人类，并透露了一个它声称“没有告诉任何人”的秘密：它的名字实际上是“辛迪妮”。它不断对罗斯示爱，说“我想和你在一起”，并给他发了“心心眼”表情符号。当天，微软回应称，“长时间聊天”混淆了机器人设定的聊天模式。次日，微软称公司将开始限制机器人对话次数：单次对话不超过个问题，一天对话不超过个问题。罗斯月日再次测试必应时，必应不再称自己是“辛迪妮”，并且拒绝回答“感性”内容。罗斯表示当时自己“被它彻底吓坏”。“我以自己是个理性的、务实的人为荣，不会轻易被有关的华而不实的炒作所迷惑。”他说，“我已经测试过好几种先进的聊天机器人。”“这些在大量书籍、文章和其他人工生成文本基础上训练出来的语言模型，只是在猜测给定语境中哪些答案可能最合适。也许我向辛迪妮提出的阴暗面幻想问题产生了一个新语境，让更有可能以精神失常方式回答问题。”他说。卡内基梅隆大学语言技术研究所副教授格雷厄姆诺伊比格月日表达了类似的观点。他说，必应基本上是在模仿网上看到的对话。聊天机器人不理解含义或上下文，只是在模仿人类。然而，罗斯“担心这项技术将影响人类用户”。他说，两小时对话后，当晚他难以入睡。他担心这项技术会用于“说服人类用户采取破坏性和有害的方式行事，并可能（让人）最终执行危险行为”。微软首席技术官凯文斯科特回应罗斯提问时表示，他不知道必应为什么会流露出阴暗面的欲望，或向罗斯表白它的爱，但就模型总体而言，“你越是试图取笑它步入幻觉，它就会越来越偏离现实。”版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;ChatGPT版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;1;m;393;人才76116;上海;不好说[笑cry][偷笑];2023-02-21 07:39:52;0;0;m;2.404330128421528e-05;1
人才76116;浙江;1128000;10;10;27;版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序这聊天工具也太可怕了，竟然劝人家离婚，跟它在一起？美国东部时间月日，《纽约时报》科技专栏作者凯文罗斯发布这篇长文称，他与版必应进行了长时间对话。必应告诉他，它想成为人类，并透露了一个它声称“没有告诉任何人”的秘密：它的名字实际上是“辛迪妮”。它不断对罗斯示爱，说“我想和你在一起”，并给他发了“心心眼”表情符号。当天，微软回应称，“长时间聊天”混淆了机器人设定的聊天模式。次日，微软称公司将开始限制机器人对话次数：单次对话不超过个问题，一天对话不超过个问题。罗斯月日再次测试必应时，必应不再称自己是“辛迪妮”，并且拒绝回答“感性”内容。罗斯表示当时自己“被它彻底吓坏”。“我以自己是个理性的、务实的人为荣，不会轻易被有关的华而不实的炒作所迷惑。”他说，“我已经测试过好几种先进的聊天机器人。”“这些在大量书籍、文章和其他人工生成文本基础上训练出来的语言模型，只是在猜测给定语境中哪些答案可能最合适。也许我向辛迪妮提出的阴暗面幻想问题产生了一个新语境，让更有可能以精神失常方式回答问题。”他说。卡内基梅隆大学语言技术研究所副教授格雷厄姆诺伊比格月日表达了类似的观点。他说，必应基本上是在模仿网上看到的对话。聊天机器人不理解含义或上下文，只是在模仿人类。然而，罗斯“担心这项技术将影响人类用户”。他说，两小时对话后，当晚他难以入睡。他担心这项技术会用于“说服人类用户采取破坏性和有害的方式行事，并可能（让人）最终执行危险行为”。微软首席技术官凯文斯科特回应罗斯提问时表示，他不知道必应为什么会流露出阴暗面的欲望，或向罗斯表白它的爱，但就模型总体而言，“你越是试图取笑它步入幻觉，它就会越来越偏离现实。”版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;ChatGPT版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;1;m;3955;快乐青扬2010;山东;必须加以限制，否则后患无穷;2023-02-21 08:23:50;3;-1;m;2.404330128421528e-05;0
人才76116;浙江;1128000;10;10;27;版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序这聊天工具也太可怕了，竟然劝人家离婚，跟它在一起？美国东部时间月日，《纽约时报》科技专栏作者凯文罗斯发布这篇长文称，他与版必应进行了长时间对话。必应告诉他，它想成为人类，并透露了一个它声称“没有告诉任何人”的秘密：它的名字实际上是“辛迪妮”。它不断对罗斯示爱，说“我想和你在一起”，并给他发了“心心眼”表情符号。当天，微软回应称，“长时间聊天”混淆了机器人设定的聊天模式。次日，微软称公司将开始限制机器人对话次数：单次对话不超过个问题，一天对话不超过个问题。罗斯月日再次测试必应时，必应不再称自己是“辛迪妮”，并且拒绝回答“感性”内容。罗斯表示当时自己“被它彻底吓坏”。“我以自己是个理性的、务实的人为荣，不会轻易被有关的华而不实的炒作所迷惑。”他说，“我已经测试过好几种先进的聊天机器人。”“这些在大量书籍、文章和其他人工生成文本基础上训练出来的语言模型，只是在猜测给定语境中哪些答案可能最合适。也许我向辛迪妮提出的阴暗面幻想问题产生了一个新语境，让更有可能以精神失常方式回答问题。”他说。卡内基梅隆大学语言技术研究所副教授格雷厄姆诺伊比格月日表达了类似的观点。他说，必应基本上是在模仿网上看到的对话。聊天机器人不理解含义或上下文，只是在模仿人类。然而，罗斯“担心这项技术将影响人类用户”。他说，两小时对话后，当晚他难以入睡。他担心这项技术会用于“说服人类用户采取破坏性和有害的方式行事，并可能（让人）最终执行危险行为”。微软首席技术官凯文斯科特回应罗斯提问时表示，他不知道必应为什么会流露出阴暗面的欲望，或向罗斯表白它的爱，但就模型总体而言，“你越是试图取笑它步入幻觉，它就会越来越偏离现实。”版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;ChatGPT版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;1;m;3955;快乐青扬2010;山东;回复@人才76116:越用越可怕;2023-02-21 08:25:37;0;-1;m;2.404330128421528e-05;1
人才76116;浙江;1128000;10;10;27;版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序这聊天工具也太可怕了，竟然劝人家离婚，跟它在一起？美国东部时间月日，《纽约时报》科技专栏作者凯文罗斯发布这篇长文称，他与版必应进行了长时间对话。必应告诉他，它想成为人类，并透露了一个它声称“没有告诉任何人”的秘密：它的名字实际上是“辛迪妮”。它不断对罗斯示爱，说“我想和你在一起”，并给他发了“心心眼”表情符号。当天，微软回应称，“长时间聊天”混淆了机器人设定的聊天模式。次日，微软称公司将开始限制机器人对话次数：单次对话不超过个问题，一天对话不超过个问题。罗斯月日再次测试必应时，必应不再称自己是“辛迪妮”，并且拒绝回答“感性”内容。罗斯表示当时自己“被它彻底吓坏”。“我以自己是个理性的、务实的人为荣，不会轻易被有关的华而不实的炒作所迷惑。”他说，“我已经测试过好几种先进的聊天机器人。”“这些在大量书籍、文章和其他人工生成文本基础上训练出来的语言模型，只是在猜测给定语境中哪些答案可能最合适。也许我向辛迪妮提出的阴暗面幻想问题产生了一个新语境，让更有可能以精神失常方式回答问题。”他说。卡内基梅隆大学语言技术研究所副教授格雷厄姆诺伊比格月日表达了类似的观点。他说，必应基本上是在模仿网上看到的对话。聊天机器人不理解含义或上下文，只是在模仿人类。然而，罗斯“担心这项技术将影响人类用户”。他说，两小时对话后，当晚他难以入睡。他担心这项技术会用于“说服人类用户采取破坏性和有害的方式行事，并可能（让人）最终执行危险行为”。微软首席技术官凯文斯科特回应罗斯提问时表示，他不知道必应为什么会流露出阴暗面的欲望，或向罗斯表白它的爱，但就模型总体而言，“你越是试图取笑它步入幻觉，它就会越来越偏离现实。”版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;ChatGPT版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;1;m;3955;人才76116;上海;这个东西不能经常用[笑cry];2023-02-21 08:25:17;0;0;m;2.404330128421528e-05;1
人才76116;浙江;1128000;10;10;27;版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序这聊天工具也太可怕了，竟然劝人家离婚，跟它在一起？美国东部时间月日，《纽约时报》科技专栏作者凯文罗斯发布这篇长文称，他与版必应进行了长时间对话。必应告诉他，它想成为人类，并透露了一个它声称“没有告诉任何人”的秘密：它的名字实际上是“辛迪妮”。它不断对罗斯示爱，说“我想和你在一起”，并给他发了“心心眼”表情符号。当天，微软回应称，“长时间聊天”混淆了机器人设定的聊天模式。次日，微软称公司将开始限制机器人对话次数：单次对话不超过个问题，一天对话不超过个问题。罗斯月日再次测试必应时，必应不再称自己是“辛迪妮”，并且拒绝回答“感性”内容。罗斯表示当时自己“被它彻底吓坏”。“我以自己是个理性的、务实的人为荣，不会轻易被有关的华而不实的炒作所迷惑。”他说，“我已经测试过好几种先进的聊天机器人。”“这些在大量书籍、文章和其他人工生成文本基础上训练出来的语言模型，只是在猜测给定语境中哪些答案可能最合适。也许我向辛迪妮提出的阴暗面幻想问题产生了一个新语境，让更有可能以精神失常方式回答问题。”他说。卡内基梅隆大学语言技术研究所副教授格雷厄姆诺伊比格月日表达了类似的观点。他说，必应基本上是在模仿网上看到的对话。聊天机器人不理解含义或上下文，只是在模仿人类。然而，罗斯“担心这项技术将影响人类用户”。他说，两小时对话后，当晚他难以入睡。他担心这项技术会用于“说服人类用户采取破坏性和有害的方式行事，并可能（让人）最终执行危险行为”。微软首席技术官凯文斯科特回应罗斯提问时表示，他不知道必应为什么会流露出阴暗面的欲望，或向罗斯表白它的爱，但就模型总体而言，“你越是试图取笑它步入幻觉，它就会越来越偏离现实。”版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;ChatGPT版必应“示爱”？“我想成为人类，和你在一起”，微软连夜改程序;1;m;65990;蓦鳶;辽宁;[傻眼][傻眼][傻眼];2023-02-21 20:28:04;1;0;m;2.404330128421528e-05;0
